Id,SalePrice
1461,122702.53
1462,160055.47
1463,176135.17
1464,187093.78
1465,177936.23
1466,175775.05
1467,166137.17
1468,163292.31
1469,175824.17
1470,127516.0
1471,201346.6
1472,87278.39
1473,89455.43
1474,150717.17
1475,120849.74
1476,393557.1
1477,250791.92
1478,293695.53
1479,233385.84
1480,526629.4
1481,311003.8
1482,207649.06
1483,168460.36
1484,168043.95
1485,175783.25
1486,191019.42
1487,376515.47
1488,226129.92
1489,198379.44
1490,213879.81
1491,188098.97
1492,89689.3
1493,184045.72
1494,279130.72
1495,287968.25
1496,233749.94
1497,182726.5
1498,161613.39
1499,159711.02
1500,148317.1
1501,183059.14
1502,150159.47
1503,307654.1
1504,221517.2
1505,220748.84
1506,193328.98
1507,246542.78
1508,201279.9
1509,169350.44
1510,149859.77
1511,144816.38
1512,179712.06
1513,146331.48
1514,148896.06
1515,201109.47
1516,163590.05
1517,159245.19
1518,129607.78
1519,235523.95
1520,136516.25
1521,133695.75
1522,165188.1
1523,106223.766
1524,125901.305
1525,119655.734
1526,114404.79
1527,102824.72
1528,129734.2
1529,150545.42
1530,176162.66
1531,105900.95
1532,99539.51
1533,150859.58
1534,121377.805
1535,149558.83
1536,103439.66
1537,67570.18
1538,184678.72
1539,194948.12
1540,87222.23
1541,133796.2
1542,131409.88
1543,247173.47
1544,70873.5
1545,104072.93
1546,130356.19
1547,141959.94
1548,138645.1
1549,116786.65
1550,145534.08
1551,116024.01
1552,132725.31
1553,157049.98
1554,109304.92
1555,169901.31
1556,90570.266
1557,102887.586
1558,88615.02
1559,62524.016
1560,141529.22
1561,127677.945
1562,127122.71
1563,119521.06
1564,160233.7
1565,142441.39
1566,227667.4
1567,72315.7
1568,228497.56
1569,150052.89
1570,132871.4
1571,116461.836
1572,153196.33
1573,246294.48
1574,115597.016
1575,219140.33
1576,221579.8
1577,197219.67
1578,148427.73
1579,149277.97
1580,189668.05
1581,158824.36
1582,127998.37
1583,298641.1
1584,228447.78
1585,141041.36
1586,79156.66
1587,94212.086
1588,148681.2
1589,92271.85
1590,131976.28
1591,90461.84
1592,112865.375
1593,132280.5
1594,119750.47
1595,114719.51
1596,234187.66
1597,189790.39
1598,199300.45
1599,179858.92
1600,172943.69
1601,67362.97
1602,110635.805
1603,84545.54
1604,278104.4
1605,232293.5
1606,166588.56
1607,133841.6
1608,208579.48
1609,192579.92
1610,161246.03
1611,139958.64
1612,168824.25
1613,157874.28
1614,124215.664
1615,81127.48
1616,61008.17
1617,80837.29
1618,123318.66
1619,142339.2
1620,161867.72
1621,128512.96
1622,140188.61
1623,285324.62
1624,209664.2
1625,120439.21
1626,163856.89
1627,181600.28
1628,270662.2
1629,180630.89
1630,392398.12
1631,221263.77
1632,232032.36
1633,170457.2
1634,179310.17
1635,180249.84
1636,152093.83
1637,183827.14
1638,205146.02
1639,180344.52
1640,255154.6
1641,173874.34
1642,221396.25
1643,213629.73
1644,212576.33
1645,187687.62
1646,154375.31
1647,163851.31
1648,132886.36
1649,136308.3
1650,111209.81
1651,124479.58
1652,91329.92
1653,90121.96
1654,152368.23
1655,150246.58
1656,144203.98
1657,148630.05
1658,145870.25
1659,131427.75
1660,157181.95
1661,466837.1
1662,435826.78
1663,392184.44
1664,509582.12
1665,295964.25
1666,310077.5
1667,374023.34
1668,337178.38
1669,307509.53
1670,361619.84
1671,245890.8
1672,474341.88
1673,286912.47
1674,236956.33
1675,181731.44
1676,189643.9
1677,219687.05
1678,486275.72
1679,385418.12
1680,350777.44
1681,271237.2
1682,281437.78
1683,174883.36
1684,167383.66
1685,174032.75
1686,167541.3
1687,165652.62
1688,179821.11
1689,184009.61
1690,183012.47
1691,176651.62
1692,268994.6
1693,168924.66
1694,179582.58
1695,165186.4
1696,270282.12
1697,173630.94
1698,393014.3
1699,319586.0
1700,248055.31
1701,250164.72
1702,253142.88
1703,239408.17
1704,283098.75
1705,226407.55
1706,502984.56
1707,212627.69
1708,206308.72
1709,310413.94
1710,221179.77
1711,250724.28
1712,215271.95
1713,271492.4
1714,214407.38
1715,205739.27
1716,192896.9
1717,176810.11
1718,133616.22
1719,197238.9
1720,237885.6
1721,173060.72
1722,134211.14
1723,155707.78
1724,213315.72
1725,238995.27
1726,188394.62
1727,153546.0
1728,183020.6
1729,166512.95
1730,165055.16
1731,117219.61
1732,133265.31
1733,117020.43
1734,122462.836
1735,126551.9
1736,110922.73
1737,364330.97
1738,206088.88
1739,308519.8
1740,192539.0
1741,201293.94
1742,169222.95
1743,168657.45
1744,301899.44
1745,216963.38
1746,219302.12
1747,220062.62
1748,232852.84
1749,148950.77
1750,129296.375
1751,246564.16
1752,120458.625
1753,147950.78
1754,203685.17
1755,165441.12
1756,133254.2
1757,121502.016
1758,149704.53
1759,156760.62
1760,169447.52
1761,138363.86
1762,180934.67
1763,175080.86
1764,111346.21
1765,168341.05
1766,177070.12
1767,219152.31
1768,145839.95
1769,174559.73
1770,146174.19
1771,131769.28
1772,143798.12
1773,128237.51
1774,88245.49
1775,137392.81
1776,125766.53
1777,119066.99
1778,134915.89
1779,120728.98
1780,171213.67
1781,136849.81
1782,90851.336
1783,135060.45
1784,102875.766
1785,125700.18
1786,168280.73
1787,182931.56
1788,44597.55
1789,104592.195
1790,84343.234
1791,199063.88
1792,155107.39
1793,123140.09
1794,146474.66
1795,131299.0
1796,127036.71
1797,116100.65
1798,127006.78
1799,115815.61
1800,134608.45
1801,130226.555
1802,130289.58
1803,151784.61
1804,139347.05
1805,137093.1
1806,109086.14
1807,125352.805
1808,127902.67
1809,119369.125
1810,146055.83
1811,105457.766
1812,97977.11
1813,123007.2
1814,101387.484
1815,53584.203
1816,92328.125
1817,108361.46
1818,154389.36
1819,123612.77
1820,44397.312
1821,109741.77
1822,154787.2
1823,33948.047
1824,138001.7
1825,128552.4
1826,101858.86
1827,101167.99
1828,134213.14
1829,128207.69
1830,145272.22
1831,169270.34
1832,69317.26
1833,140655.2
1834,113159.37
1835,146260.06
1836,122902.03
1837,87443.0
1838,120495.336
1839,89163.93
1840,168127.34
1841,134039.52
1842,77421.26
1843,133747.33
1844,135792.2
1845,132852.62
1846,152156.7
1847,156259.5
1848,53470.22
1849,121374.2
1850,118440.15
1851,165507.44
1852,131926.73
1853,126200.51
1854,162082.14
1855,124319.48
1856,213720.0
1857,163787.33
1858,133460.84
1859,119094.3
1860,147624.34
1861,118746.58
1862,343092.56
1863,349106.66
1864,349106.66
1865,321151.9
1866,322298.6
1867,244592.77
1868,314509.4
1869,201069.77
1870,247059.27
1871,245928.11
